county,state,year,ntop_ibs,nlocal_ibs,treatment,high_school_graduate_includes_equivalency,some_college_no_degree,married_couple_family,with_own_children_of_the_householder_under_18_years,male_householder_no_spouse/partner_present,female_householder_no_spouse/partner_present,foreign_born,native,females_15_years_and_over,males_15_years_and_over,american_indian_and_alaska_native,asian,black_or_african_american,native_hawaiian_and_other_pacific_islander,some_other_race,white,median_age_years,sex_ratio_males_per_100_females,mean_travel_time_to_work_minutes,unemployment_rate,per_capita_income_dollars,mean_household_income_dollars,median_household_income_dollars,mean_cash_public_assistance_income_dollars,mean_earnings_dollars,mean_retirement_income_dollars,mean_social_security_income_dollars,mean_supplemental_security_income_dollars,homeowner_vacancy_rate,average_household_size_of_owner_occupied_unit,average_household_size_of_renter_occupied_unit,median_rooms,moved_in_1979_and_earlier,moved_in_1980_to_1989,moved_in_1990_to_1999,moved_in_2000_to_2009,housing_units_with_a_mortgage,housing_units_without_a_mortgage,total_housing_units,10_to_19_units,1_unit_attached,1_unit_detached,2_units,20_or_more_units,3_or_4_units,5_to_9_units,boat_rv_van_etc_,mobile_home,average_household_size,state_full_x,accommodation_and_food_services,administrative_and_support_and_waste_management_and_remediation_services,arts_entertainment_and_recreation,durable_goods_manufacturing,educational_services,finance_and_insurance,health_care_and_social_assistance,management_of_companies_and_enterprises,nondurable_goods_manufacturing,professional_scientific_and_technical_services,real_estate_and_rental_and_leasing,agriculture_forestry_fishing_and_hunting,arts_entertainment_recreation_accommodation_and_food_services,construction,educational_services_health_care_and_social_assistance,finance_insurance_real_estate_rental_and_leasing,information,manufacturing,mining_quarrying_and_oil_and_gas_extraction,other_services_except_government_and_government_enterprises,professional_and_business_services,retail_trade,transportation_and_warehousing,utilities,wholesale_trade,private_industries,all_industry_total,government_and_government_enterprises,manufacturing_and_information,natural_resources_and_mining,private_goods_producing_industries_2/,private_services_providing_industries_3/,trade,transportation_and_utilities,popestimate,rnaturalinc,rnetmig,state_full_y,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,pending_ratio,math_prof_pct,english_prof_pct,area_fips,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,move_post2010,educ_nohs,educ_further
johnson,tx,2019,0.0,0.0,0.0,39.8,21.0,56.1,23.9,16.1,23.4,5.1,94.9,69387.0,68943.0,1.3,1.3,4.1,0.5,2.3,92.5,36.8,,30.9,,28334.0,81926.0,66319.0,1654.0,82892.0,21467.0,20226.0,13047.0,1.0,2.97,2.82,5.3,9.2,10.7,19.6,15.8,24186.0,18453.0,63680.0,1.4,0.8,69.3,1.6,2.3,2.5,3.1,0.2,18.8,2.97,,115079.0,128012.0,10799.0,681833.0,31964.0,95346.0,244886.0,23192.0,193319.0,111353.0,543500.0,5131.0,125811.0,409347.0,277133.0,636403.0,110833.0,871812.0,1234663.0,282076.0,262681.0,486489.0,229104.0,48311.0,184686.0,5570366.0,6127085.0,540881.0,977154.0,1242791.0,2784240.0,2643981.0,670551.0,276741.0,175817.0,3.9834206688,23.058875073000003,,284492.5,501.0,71.5,240.0,12.0,116.0,2288.5,324335.0,731.0,0.4591,43.48701298701298,41.24810606060606,48251.0,3374.0,48391.0,2266991448.0,458199160.0,7953037.0,901.0,46847.0,44.8,14.3,24.9
johnston,nc,2016,0.0,0.0,0.0,21.8,13.2,73.9,38.5,4.1,26.1,13038.0,92.3,24.6,31.5,13.1,8.8,182155.0,1.4,0.1,3.4,37.7,6.6,29.9,,23918.0,65036.0,54719.0,4642.0,66818.0,19753.0,18152.0,9405.0,0.9,2.84,2.92,5.6,6.9,5.2,13.5,32.7,34452.0,13493.0,72426.0,0.2,2.9,72.6,2.3,1.7,2.5,1.0,0.0,16.8,2.84,,131699.0,145796.0,13954.0,425608.0,9695.0,129849.0,204688.0,43574.0,1583904.0,121997.0,577234.0,0.0,145692.0,272157.0,214487.0,707842.0,43611.0,2006397.0,8954.0,129428.0,311498.0,362046.0,0.0,10562.0,327380.0,4802827.0,5384913.0,584996.0,2051288.0,0.0,0.0,0.0,689483.0,0.0,190843.0,4.4953144991,25.923866928000002,,239950.0,737.0,61.0,252.0,36.0,176.0,2304.0,253125.0,996.0,0.3514,50.5625,53.8125,37101.0,3362.0,46367.0,1755269393.0,701581252.0,10385082.0,728.0,37856.0,41.7,36.1,110.0
johnston,nc,2019,0.0,0.0,0.0,24.9,22.3,54.3,24.3,13.8,26.6,8.9,91.1,85106.0,80886.0,1.2,1.1,17.4,0.1,3.4,79.6,38.4,,32.5,,30026.0,82143.0,60951.0,1982.0,84524.0,28130.0,19634.0,12396.0,0.3,2.88,2.66,5.8,8.1,11.5,23.5,18.8,38180.0,15862.0,79857.0,1.2,2.9,73.1,1.5,2.9,2.2,0.7,0.0,15.4,2.88,,151079.0,200219.0,15416.0,469409.0,13328.0,126861.0,212454.0,58803.0,2600488.0,142090.0,639531.0,0.0,166573.0,315512.0,226126.0,764180.0,53607.0,3067962.0,12929.0,144417.0,401630.0,407441.0,0.0,0.0,355543.0,6219683.0,6872934.0,658208.0,3126233.0,0.0,0.0,0.0,762040.0,0.0,209339.0,3.6550647888,28.507563751,,260040.0,806.0,85.0,292.0,36.0,192.0,2261.0,267860.0,981.0,0.2171,39.34027777777778,49.673611111111114,37101.0,3684.0,50751.0,2105053455.0,855365322.0,4148020.0,798.0,41478.0,38.099999999999994,12.5,40.300000000000004
jones,ms,2016,0.0,0.0,0.0,25.3,11.4,68.7,28.6,5.7,31.3,1768.0,97.2,26.4,33.5,4.2,3.7,68313.0,0.0,0.1,0.4,36.8,7.1,20.4,,22902.0,59391.0,43350.0,1608.0,55173.0,23899.0,18023.0,11654.0,2.1,2.7,2.53,5.6,11.4,10.1,14.6,26.0,8346.0,9459.0,28719.0,,,,,,,,,,2.7,,46054.0,29964.0,6060.0,442789.0,4198.0,70758.0,97216.0,69186.0,148527.0,49086.0,239559.0,107085.0,52107.0,110545.0,101389.0,310835.0,41103.0,592103.0,178641.0,58544.0,147645.0,165019.0,56592.0,76880.0,111605.0,2139869.0,2534914.0,392781.0,632668.0,283547.0,1012895.0,1120926.0,276545.0,133402.0,68473.0,3.5448060568,-5.791308661,,130050.0,299.0,101.0,60.0,0.0,32.0,1773.0,161942.0,325.0,0.087,29.375,30.25,28067.0,1362.0,27202.0,1018739124.0,300375320.0,1635175.0,720.0,37451.0,37.9,37.0,102.0
jones,ms,2019,0.0,0.0,0.0,35.2,19.9,42.5,15.2,20.1,33.4,2.2,97.8,27942.0,25610.0,0.8,0.7,29.6,0.1,0.4,69.5,37.5,,22.4,,22636.0,60497.0,37594.0,,68830.0,18202.0,15777.0,8423.0,0.2,2.74,2.74,5.7,21.4,10.5,17.6,12.8,,,29289.0,1.2,2.9,63.5,3.8,0.5,3.3,4.9,0.5,19.5,2.74,,44245.0,0.0,6188.0,477507.0,3472.0,64032.0,93716.0,0.0,184861.0,49216.0,238103.0,106465.0,50402.0,78081.0,97105.0,301363.0,43209.0,663354.0,198889.0,54095.0,170590.0,175542.0,53719.0,60573.0,117351.0,2191170.0,2581945.0,389688.0,706254.0,306511.0,1068152.0,1120171.0,292469.0,114368.0,68098.0,1.027191219,-2.435910605,,139450.0,230.0,121.5,60.0,0.0,28.0,1759.5,166611.0,248.0,0.0783,39.125,33.8125,28067.0,1340.0,27881.0,1132752703.0,318656950.0,1418346.0,781.0,40628.0,37.8,13.7,31.2
josephine,or,2016,0.0,0.0,0.0,32.9,8.2,65.1,19.0,3.6,34.9,2029.0,96.9,16.6,25.8,7.0,5.6,84063.0,0.5,0.0,1.9,47.9,4.9,18.3,,21466.0,50614.0,36472.0,2354.0,48948.0,24023.0,16481.0,10006.0,1.3,2.48,2.24,5.0,5.2,7.1,11.5,28.7,12685.0,9384.0,38274.0,0.2,2.5,67.3,4.4,4.2,2.7,1.0,0.2,17.4,2.48,,114353.0,70757.0,15527.0,178206.0,6724.0,107472.0,319131.0,64498.0,57272.0,54197.0,533423.0,20985.0,129963.0,84894.0,325885.0,641252.0,52380.0,235364.0,3598.0,69058.0,188919.0,221522.0,31753.0,8718.0,99154.0,2113325.0,2353071.0,240556.0,287488.0,24249.0,344832.0,1769755.0,320597.0,40425.0,85504.0,-3.834572316,15.303001788,,350050.0,458.0,63.0,152.0,4.0,112.0,1920.0,513076.0,462.0,0.0087,24.958333333333332,46.083333333333336,41033.0,2435.0,25838.0,903390142.0,493566795.0,11721881.0,672.0,34963.0,47.5,38.3,107.6
josephine,or,2019,0.0,0.0,0.0,33.2,30.5,49.6,12.9,17.1,26.5,4.3,95.7,37940.0,35597.0,3.6,1.7,1.0,0.2,1.5,95.8,47.7,,17.5,,25958.0,63233.0,47573.0,3519.0,55937.0,29743.0,20678.0,10685.0,1.2,2.37,2.61,5.2,8.7,11.3,25.4,17.5,13654.0,9685.0,39641.0,0.2,4.2,68.2,3.4,2.5,3.5,2.4,1.3,14.3,2.37,,154268.0,97573.0,15419.0,194618.0,7482.0,111294.0,358518.0,77432.0,70168.0,62356.0,638800.0,19486.0,170056.0,102002.0,366024.0,749181.0,62455.0,264729.0,3331.0,71674.0,237334.0,275962.0,37794.0,8681.0,92013.0,2460346.0,2722587.0,263666.0,326325.0,22581.0,390152.0,2071856.0,367017.0,46453.0,87487.0,-3.710553892,7.638701993300001,,342050.0,458.0,99.0,120.0,0.0,88.0,1782.0,533937.0,470.0,0.0262,35.375,40.875,41033.0,2636.0,28717.0,1108268295.0,618720754.0,12350689.0,742.0,38593.0,37.2,10.8,25.5
kalamazoo,mi,2016,0.0,0.0,0.0,23.8,9.1,58.3,25.2,3.7,41.7,14095.0,94.1,35.8,40.6,4.6,3.4,258605.0,0.4,0.1,0.9,34.1,6.1,19.7,,29166.0,73094.0,53138.0,2980.0,74597.0,20611.0,20670.0,9325.0,1.3,2.61,2.24,5.8,5.9,7.1,11.4,22.5,41356.0,24723.0,111075.0,6.3,4.7,64.1,2.3,10.8,3.7,4.5,0.0,3.5,2.61,,307133.0,412635.0,64727.0,1600341.0,168184.0,624051.0,1368375.0,36081.0,1268053.0,490099.0,1394296.0,0.0,371996.0,505380.0,1536611.0,2017966.0,247566.0,2868947.0,10707.0,227812.0,938520.0,777441.0,0.0,33870.0,765906.0,10499496.0,11688699.0,1193081.0,3115996.0,0.0,0.0,0.0,1542750.0,0.0,261304.0,4.2496832892,2.0461438059,,189950.0,915.0,49.0,416.0,8.0,276.0,2040.0,261842.0,916.0,0.0011,38.129901960784316,49.661274509803924,26077.0,5004.0,117002.0,5783580846.0,927716466.0,29588840.0,951.0,49431.0,53.1,27.299999999999997,131.7
kalamazoo,mi,2019,0.0,0.0,0.0,22.9,22.7,44.2,17.2,20.3,28.0,6.1,93.9,112183.0,105192.0,1.5,3.3,14.0,0.2,1.0,85.1,34.4,,19.7,,31652.0,79173.0,56441.0,2136.0,79719.0,24982.0,19741.0,9564.0,0.5,2.73,2.12,5.6,10.4,9.5,17.3,14.7,39964.0,23627.0,113062.0,10.3,3.1,60.6,1.7,11.3,4.5,6.3,0.1,2.2,2.73,,302829.0,362272.0,69706.0,2095500.0,176036.0,565200.0,1506158.0,46360.0,1400506.0,586620.0,1409342.0,0.0,372410.0,608782.0,1681701.0,1971004.0,186777.0,3489645.0,9331.0,274887.0,991144.0,863423.0,0.0,42726.0,753707.0,11629556.0,12819078.0,1197033.0,3693673.0,0.0,0.0,0.0,1614670.0,0.0,265066.0,3.0240907907,-1.555462429,,219950.0,568.0,66.5,256.0,4.0,120.0,1902.5,284771.0,569.0,0.0018,39.37166666666667,48.93541666666667,26077.0,5356.0,121019.0,6518322259.0,989493242.0,26268256.0,1036.0,53862.0,48.1,7.6,46.9
kanawha,wv,2016,0.0,0.0,0.0,19.4,6.8,59.7,20.2,4.4,40.3,3195.0,98.1,24.6,30.4,1.1,0.4,189636.0,0.2,0.1,0.3,42.9,5.6,20.2,,28190.0,64515.0,45001.0,2479.0,67857.0,20928.0,18510.0,8754.0,4.4,2.44,2.03,5.7,13.0,7.0,15.3,24.5,26978.0,27366.0,92541.0,1.5,2.9,65.9,2.1,5.9,5.6,5.1,0.0,11.0,2.44,,291916.0,332087.0,56971.0,149219.0,58937.0,906175.0,1422412.0,125946.0,337286.0,704171.0,963386.0,4713.0,348962.0,421745.0,1480979.0,1872851.0,354269.0,487100.0,536856.0,175960.0,1163503.0,686050.0,353752.0,84687.0,506372.0,8492770.0,10033362.0,1543895.0,836958.0,542231.0,1461538.0,7024898.0,1192072.0,438533.0,186196.0,-2.291189336,-8.838970514,,149550.0,1144.0,81.0,252.0,0.0,224.0,1768.0,224021.0,1418.0,0.2395,37.0,47.625,54039.0,5819.0,101129.0,4587209991.0,936709222.0,24419950.0,872.0,45360.0,40.1,45.3,112.5
kanawha,wv,2019,0.0,0.0,0.0,38.6,18.7,39.9,13.7,20.0,32.5,1.9,98.1,77913.0,70898.0,0.9,1.6,9.2,0.0,0.3,91.0,43.4,,22.2,,29608.0,66290.0,47759.0,2027.0,69235.0,23475.0,18546.0,9474.0,1.9,2.29,2.11,5.5,20.5,14.1,16.2,13.2,24383.0,30029.0,92165.0,2.4,2.8,66.8,2.2,5.0,6.2,3.9,0.0,10.8,2.29,,287149.0,319778.0,66663.0,179215.0,65482.0,829408.0,1410288.0,213651.0,299436.0,758410.0,957314.0,6654.0,353412.0,349169.0,1475954.0,1789114.0,390968.0,478295.0,459096.0,179349.0,1283292.0,708394.0,257988.0,87778.0,483169.0,8311698.0,9828259.0,1519410.0,858451.0,466929.0,1308331.0,6991609.0,1189938.0,344731.0,178124.0,-3.5533589560000003,-9.209726274,,148500.0,952.0,105.0,204.0,0.0,100.0,1705.5,244812.0,1167.0,0.2258,23.4375,31.8125,54039.0,5637.0,96518.0,4747731261.0,894146737.0,22055421.0,946.0,49190.0,36.0,9.8,33.0
kane,il,2016,0.0,0.0,0.0,20.9,8.2,74.1,35.0,4.5,25.9,95837.0,80.6,29.2,35.1,31.4,27.5,526615.0,2.0,0.1,16.3,36.2,6.7,29.7,,32792.0,96716.0,73347.0,3913.0,97295.0,31203.0,20339.0,10777.0,0.7,3.03,2.93,6.3,5.2,5.6,14.8,30.5,88598.0,37035.0,185938.0,2.8,10.6,70.3,3.5,4.7,3.7,3.8,0.0,0.7,3.03,,540584.0,866784.0,407040.0,2351973.0,195419.0,959272.0,1704255.0,158064.0,1826172.0,1238031.0,2308073.0,14479.0,950818.0,1076423.0,1899406.0,3265117.0,1141765.0,4177219.0,37660.0,498151.0,2254341.0,1258610.0,358705.0,64562.0,2668801.0,19660521.0,22366835.0,2710569.0,5304063.0,54354.0,5334613.0,14323947.0,3927688.0,423907.0,530726.0,6.6994750285,-2.975027513,,319050.0,2487.0,57.0,860.0,36.0,916.0,2445.0,368674.0,3952.0,0.5891,42.760416666666664,47.25,17089.0,13498.0,207883.0,9810315421.0,2247099867.0,67731715.0,908.0,47192.0,44.0,28.5,118.4
kane,il,2019,0.0,0.0,0.0,24.1,20.8,55.3,23.6,15.3,23.0,16.7,83.3,214713.0,209836.0,1.2,4.8,6.5,0.1,15.0,75.5,37.3,,29.6,,37919.0,107823.0,84368.0,2834.0,107962.0,34300.0,20857.0,9015.0,0.9,2.97,2.67,6.2,9.8,13.5,24.1,15.3,92049.0,43185.0,190969.0,2.4,9.9,67.6,4.7,7.0,2.9,4.6,0.1,0.8,2.97,,577802.0,896742.0,380831.0,2858111.0,201264.0,888854.0,1748690.0,220909.0,1945367.0,1328205.0,2261543.0,21842.0,963800.0,1044156.0,1949884.0,3141791.0,1203943.0,4805472.0,40158.0,545108.0,2430522.0,1376888.0,400191.0,35715.0,2792658.0,20691768.0,23469101.0,2783712.0,6005736.0,64274.0,5918170.0,14771598.0,4166678.0,437118.0,532403.0,5.2294429844999994,-5.83406799,,312295.0,1604.0,72.0,720.0,52.0,372.0,2293.0,382036.0,2266.0,0.4127,42.47596153846154,41.635416666666664,17089.0,12660.0,212839.0,10730404628.0,2370589057.0,50896894.0,970.0,50416.0,37.3,14.1,41.0
kankakee,il,2016,0.0,0.0,0.0,24.7,8.5,67.7,26.1,4.4,32.3,5270.0,95.0,30.2,37.4,9.8,8.8,111493.0,0.3,0.0,1.9,37.4,6.1,24.5,,25385.0,68588.0,54911.0,2718.0,71264.0,21619.0,19674.0,10681.0,3.3,2.69,2.58,5.7,8.0,6.9,16.4,25.9,16962.0,9917.0,45172.0,1.9,3.3,69.2,4.6,3.0,5.1,5.3,0.0,7.6,2.69,,98650.0,84591.0,14850.0,219030.0,65502.0,355552.0,499090.0,0.0,1276980.0,0.0,538930.0,179106.0,113504.0,113568.0,564636.0,896990.0,61055.0,1501139.0,8174.0,100611.0,216645.0,296555.0,173224.0,41071.0,244681.0,4504485.0,4941688.0,440501.0,1564573.0,186964.0,1796322.0,2708949.0,541139.0,214212.0,111080.0,1.6425077413,-7.656060674,,129950.0,552.0,82.0,120.0,4.0,152.0,1560.0,164588.0,788.0,0.4275,25.74578373015873,33.704613095238095,17091.0,2413.0,43273.0,1757266674.0,415435134.0,12501557.0,781.0,40608.0,42.9,42.8,105.80000000000001
kankakee,il,2019,0.0,0.0,0.0,37.7,23.4,45.7,13.7,19.3,30.4,4.9,95.1,45379.0,44210.0,0.6,1.3,16.2,0.0,2.6,81.3,37.7,,24.4,,28332.0,73666.0,60923.0,2061.0,73890.0,25195.0,20119.0,8554.0,2.7,2.8,2.3,5.7,12.9,11.2,20.8,14.5,16851.0,9419.0,45753.0,2.3,3.5,70.7,2.7,4.2,3.4,6.5,0.0,6.5,2.8,,97689.0,124549.0,15947.0,249818.0,59703.0,472315.0,506130.0,52879.0,1713959.0,99829.0,575239.0,109240.0,113576.0,124206.0,565622.0,1051596.0,63725.0,1973486.0,6454.0,98298.0,277799.0,313618.0,153091.0,42077.0,224789.0,5156857.0,5608505.0,456708.0,2042956.0,115178.0,2253321.0,2904856.0,537624.0,194860.0,109862.0,0.6641948912,-1.483065305,,125550.0,388.0,107.0,88.0,0.0,84.0,1500.0,162986.0,495.0,0.2758,24.88095238095238,31.553571428571427,17091.0,2256.0,45071.0,2007080742.0,463833856.0,9971807.0,856.0,44531.0,40.6,9.6,29.3
kauai,hi,2016,0.0,0.0,0.0,20.3,11.6,67.1,26.4,10.3,32.9,10481.0,83.5,31.4,34.6,10.7,2.8,70447.0,3.0,0.2,1.5,42.0,6.5,22.2,,30243.0,85866.0,71344.0,2959.0,84729.0,26335.0,17726.0,9982.0,1.0,3.06,3.09,4.7,15.8,8.0,14.4,26.5,8487.0,6129.0,30679.0,6.4,4.6,69.4,2.5,4.3,4.6,7.9,0.0,0.2,3.06,,0.0,0.0,0.0,0.0,0.0,67487.0,0.0,0.0,25959.0,0.0,843898.0,0.0,620888.0,172546.0,205581.0,909718.0,50572.0,0.0,2778.0,78077.0,282996.0,282877.0,0.0,73174.0,0.0,3072220.0,3504351.0,432683.0,0.0,0.0,355310.0,2720042.0,0.0,0.0,71537.0,4.1667251224,3.1425805637,,724050.0,717.0,156.0,84.0,4.0,112.0,1312.0,1481976.0,877.0,0.2232,41.375,50.5,15007.0,2619.0,30950.0,1330122589.0,726636326.0,7666327.0,826.0,42976.0,35.3,36.599999999999994,121.0
kauai,hi,2019,0.0,0.0,0.0,30.4,21.3,56.4,17.3,15.0,22.2,15.9,84.1,29987.0,29078.0,2.3,51.3,1.6,25.1,1.8,50.4,42.6,,22.4,,34389.0,100559.0,81971.0,5477.0,97876.0,25435.0,20339.0,12487.0,0.9,3.25,2.84,5.1,20.8,13.1,17.9,18.6,8960.0,6469.0,31577.0,3.4,6.3,69.5,2.8,9.8,3.3,4.1,0.0,0.9,3.25,,0.0,0.0,89228.0,0.0,0.0,0.0,0.0,0.0,33977.0,101927.0,909818.0,0.0,0.0,0.0,231285.0,0.0,60653.0,0.0,0.0,91540.0,271910.0,338727.0,0.0,87113.0,0.0,3365245.0,3829072.0,464669.0,0.0,0.0,349040.0,3015568.0,0.0,0.0,72293.0,1.2460110341,0.5399381148,,896300.0,480.0,133.0,112.0,8.0,76.0,1591.0,1990344.0,601.0,0.2521,41.875,53.5,15007.0,2881.0,34068.0,1585015703.0,887879556.0,10341752.0,895.0,46525.0,29.7,7.199999999999999,41.199999999999996
kaufman,tx,2016,0.0,0.0,0.0,21.9,8.1,78.3,36.6,5.1,21.7,9137.0,91.8,28.8,30.9,19.2,17.4,111830.0,0.5,0.1,3.9,35.8,7.0,36.1,,25813.0,76602.0,62033.0,4104.0,76582.0,25582.0,18763.0,9755.0,2.2,3.24,3.02,6.0,2.9,5.4,13.3,31.0,17927.0,9408.0,40082.0,1.5,0.8,72.7,1.7,2.3,4.3,1.9,0.2,14.6,3.24,,78052.0,39478.0,4864.0,334485.0,11966.0,71397.0,133540.0,0.0,78412.0,0.0,259992.0,13688.0,82941.0,212358.0,145549.0,330708.0,24466.0,411185.0,13977.0,102727.0,0.0,242165.0,167226.0,0.0,145842.0,2404288.0,2830872.0,426649.0,435594.0,31955.0,652250.0,1752308.0,387756.0,0.0,117904.0,6.12177152,26.961661328,,237735.0,347.0,43.0,224.0,24.0,100.0,2307.0,283613.0,651.0,0.8761,79.47842261904762,73.91517857142857,48257.0,1918.0,30076.0,1199813502.0,253906806.0,4897043.0,767.0,39892.0,47.3,43.6,105.30000000000001
kaufman,tx,2019,0.0,0.0,0.0,31.5,26.4,60.3,27.9,14.6,20.9,8.5,91.5,52945.0,51718.0,1.3,1.5,12.7,0.2,3.3,83.7,35.5,,39.4,,28680.0,90256.0,75775.0,2322.0,86911.0,25307.0,18881.0,8093.0,1.7,3.42,3.25,5.9,7.5,7.3,20.1,18.9,20323.0,11518.0,43485.0,1.2,0.1,78.5,0.5,2.4,1.4,1.6,0.3,14.0,3.42,,74165.0,0.0,7828.0,340324.0,11115.0,73763.0,157896.0,0.0,133641.0,113892.0,290542.0,4250.0,81801.0,250058.0,168866.0,362731.0,24531.0,477534.0,13408.0,114920.0,183095.0,256323.0,214996.0,405361.0,133985.0,2694822.0,3172400.0,477654.0,502437.0,18811.0,748569.0,1947187.0,389847.0,618032.0,136154.0,5.5968808734,53.851070025,,259500.0,589.0,72.0,256.0,36.0,160.0,2120.5,298463.0,824.0,0.39899999999999997,52.359375,46.6953125,48257.0,2166.0,32354.0,1445962081.0,275244761.0,3917957.0,859.0,44692.0,46.199999999999996,14.7,27.5
kendall,il,2016,0.0,0.0,0.0,22.2,11.1,81.6,45.0,6.6,18.4,12358.0,88.9,25.0,31.0,17.0,13.8,121452.0,1.7,0.1,5.5,34.4,7.5,32.5,,34124.0,101320.0,90482.0,,100357.0,30712.0,18893.0,15725.0,,3.08,2.91,6.7,6.6,3.9,11.0,42.9,,,41516.0,1.4,18.3,73.2,0.3,4.5,1.0,1.3,0.0,0.0,3.08,,95022.0,62642.0,15448.0,262645.0,14822.0,81365.0,112121.0,38504.0,147453.0,116894.0,313489.0,0.0,110432.0,152774.0,127238.0,393952.0,17957.0,407984.0,1591.0,91905.0,218672.0,246094.0,151679.0,0.0,0.0,2429426.0,2858148.0,429337.0,425450.0,0.0,0.0,0.0,0.0,0.0,124535.0,8.4069955904,5.0361137046,,250049.0,545.0,56.0,256.0,8.0,220.0,2280.0,280481.0,1003.0,0.8404,39.078125,44.01984126984127,17093.0,2295.0,27327.0,1063562047.0,287141014.0,7841631.0,748.0,38920.0,35.6,27.1,124.9
kendall,il,2019,0.0,0.0,0.0,21.8,19.0,63.6,32.0,12.1,17.7,8.2,91.8,52415.0,47529.0,0.7,3.9,8.7,0.0,6.2,83.5,35.2,,38.7,,37600.0,114034.0,104858.0,,109233.0,37841.0,21110.0,10145.0,0.0,3.16,2.75,7.0,7.9,11.8,34.3,10.4,,,42901.0,,,,,,,,,,3.16,,99116.0,66740.0,15875.0,269003.0,17208.0,81172.0,111905.0,42462.0,202360.0,125792.0,301910.0,0.0,114972.0,161669.0,129598.0,382719.0,22782.0,467106.0,3180.0,107158.0,235615.0,279849.0,158703.0,0.0,0.0,2549416.0,3008434.0,459366.0,488884.0,0.0,0.0,0.0,0.0,0.0,128990.0,6.9573482609,2.991737662,,264950.0,438.0,62.0,196.0,4.0,92.0,2198.5,286591.0,641.0,0.4635,37.84375,46.5625,17093.0,2188.0,29022.0,1219990777.0,306511885.0,5942795.0,808.0,42036.0,35.5,7.300000000000001,52.0
kennebec,me,2016,0.0,0.0,0.0,19.7,10.5,61.4,21.3,3.7,38.6,3009.0,96.1,26.3,36.2,1.4,0.4,120953.0,0.5,0.2,0.5,44.0,5.0,22.2,,26956.0,64429.0,51573.0,3143.0,64457.0,22041.0,16985.0,9331.0,2.1,2.58,2.12,5.2,9.1,8.1,12.8,29.2,20732.0,12958.0,61751.0,0.8,1.7,69.3,4.7,3.6,4.8,5.3,0.0,9.9,2.58,,154590.0,135412.0,16790.0,132376.0,127516.0,110082.0,631059.0,87732.0,124025.0,209083.0,646779.0,17893.0,171393.0,96892.0,758871.0,756485.0,105293.0,256303.0,2645.0,128796.0,432216.0,485889.0,84896.0,27299.0,340254.0,3669377.0,4906539.0,1236551.0,359918.0,20576.0,380109.0,3288882.0,825952.0,112136.0,121497.0,-1.220583323,5.2699509705,,169950.0,1125.0,100.0,208.0,4.0,244.0,1660.0,220273.0,1230.0,0.0933,35.742559523809526,52.66517857142857,23011.0,3922.0,59902.0,2421829490.0,467979434.0,9283471.0,777.0,40430.0,40.8,39.6,117.3
kennebec,me,2019,0.0,0.0,0.0,32.9,21.9,47.0,13.3,18.2,25.2,3.1,96.9,54274.0,49506.0,1.4,1.3,1.3,0.2,0.3,97.3,44.4,,22.9,,32418.0,73143.0,55389.0,1305.0,75697.0,23627.0,17647.0,11335.0,1.2,2.32,1.84,5.4,14.5,12.6,20.1,17.8,23994.0,13474.0,63231.0,1.3,1.2,66.7,5.1,3.7,4.6,7.2,0.0,10.3,2.32,,173150.0,154577.0,22349.0,153454.0,146127.0,125340.0,654556.0,109746.0,137282.0,229475.0,683362.0,0.0,195322.0,115996.0,801536.0,809334.0,122687.0,290651.0,6024.0,132794.0,493502.0,514820.0,0.0,25764.0,350494.0,3991371.0,5242984.0,1253033.0,411077.0,0.0,0.0,0.0,864636.0,0.0,122302.0,-2.267276731,4.4199618574,,204250.0,553.0,138.0,76.0,0.0,56.0,1780.0,250808.0,591.0,0.0687,31.358333333333334,54.84583333333333,23011.0,3890.0,60602.0,2747299517.0,487657806.0,8666865.0,872.0,45333.0,34.9,6.7,38.5
kenosha,wi,2016,0.0,0.0,0.0,22.9,9.5,66.0,28.4,5.7,34.0,10944.0,91.7,28.9,36.0,12.6,9.4,167896.0,1.6,0.1,1.9,37.6,6.0,25.1,,29714.0,76061.0,59417.0,2246.0,74744.0,28405.0,19245.0,9930.0,3.2,2.58,2.48,5.3,8.2,5.8,14.5,25.4,25732.0,14413.0,69878.0,4.9,2.2,64.9,9.5,7.0,3.1,3.6,0.0,4.9,2.58,,150867.0,188996.0,38966.0,428201.0,65380.0,104929.0,577008.0,245066.0,437721.0,138340.0,863092.0,0.0,189815.0,176070.0,642259.0,968226.0,53768.0,864949.0,330.0,131451.0,572238.0,491321.0,366218.0,0.0,0.0,5592662.0,6324802.0,736182.0,919042.0,0.0,0.0,0.0,0.0,0.0,167867.0,3.2283330901,-3.478499123,,179950.0,886.0,53.0,276.0,4.0,228.0,1700.0,260017.0,931.0,0.0508,50.59970238095237,54.37251984126984,55059.0,3181.0,63724.0,2599523151.0,705624766.0,19851246.0,784.0,40794.0,46.1,38.7,112.6
